iter	Passed	Remaining
474	646	714
475	648	713
476	649	711
477	650	710
478	651	708
479	652	707
480	653	705
481	654	703
482	655	701
483	656	699
484	657	698
485	658	696
486	659	694
487	660	692
488	661	690
489	661	688
490	662	687
491	663	685
492	664	683
493	665	681
494	666	679
495	667	678
496	668	676
497	669	674
498	669	672
499	670	670
500	671	669
501	672	667
502	673	665
503	674	663
504	675	661
505	675	659
506	676	657
507	677	655
508	678	654
509	679	652
510	680	651
511	681	649
512	682	647
513	683	645
514	683	644
515	684	642
516	686	640
517	686	639
518	687	637
519	688	635
520	689	633
521	690	631
522	691	630
523	692	628
524	693	627
525	694	625
526	694	623
527	695	621
528	696	620
529	697	618
530	698	616
531	699	615
532	700	613
533	701	611
534	702	610
535	702	608
536	703	606
537	704	605
538	705	603
539	706	601
540	707	600
541	708	599
542	709	597
543	710	595
544	711	594
545	712	592
546	713	590
547	714	589
548	714	587
549	715	585
550	716	583
551	717	582
552	718	580
553	718	578
554	719	577
555	720	575
556	721	574
557	722	572
558	723	570
559	724	569
560	725	567
561	726	566
562	727	564
563	728	563
564	729	561
565	730	559
566	731	558
567	731	556
568	732	554
569	733	553
570	734	551
571	735	549
572	735	548
573	737	547
574	737	545
575	738	543
576	739	542
577	740	540
578	741	538
579	742	537
580	743	535
581	743	534
582	744	532
583	745	531
584	746	529
585	747	528
586	748	526
587	749	524
588	749	523
589	750	521
590	751	519
591	752	518
592	753	517
593	754	515
594	755	514
595	756	512
596	757	511
597	759	510
598	759	508
599	760	507
600	761	505
601	762	504
602	763	502
603	764	501
604	765	499
605	766	498
606	767	496
607	768	495
608	768	493
609	769	492
610	770	490
611	771	489
612	772	487
613	773	486
614	774	484
615	775	483
616	776	481
617	777	480
618	778	478
619	778	477
620	779	475
621	781	474
622	782	473
623	783	471
624	786	471
625	788	470
626	789	469
627	791	468
628	792	467
629	793	465
630	794	464
631	795	463
632	796	461
633	797	460
634	797	458
635	798	457
636	799	455
637	800	454
638	802	453
639	802	451
640	803	450
641	804	448
642	805	447
643	805	445
644	806	444
645	808	442
646	809	441
647	810	440
648	811	438
649	812	437
650	813	435
651	813	434
652	814	432
653	815	431
654	816	430
655	817	428
656	819	427
657	820	426
658	821	425
659	822	423
660	823	422
661	824	421
662	825	419
663	826	418
664	827	416
665	828	415
666	829	414
667	830	412
668	831	411
669	832	409
670	833	408
671	834	407
672	836	406
673	838	405
674	838	403
675	840	402
676	841	401
677	841	399
678	842	398
679	843	397
680	844	395
681	846	394
682	847	393
683	848	391
684	849	390
685	849	389
686	850	387
687	851	386
688	852	384
689	853	383
690	855	382
691	856	381
692	856	379
693	857	378
694	858	376
695	859	375
696	859	373
697	861	372
698	861	371
699	862	369
700	863	368
701	863	366
702	865	365
703	865	364
704	866	362
705	867	361
706	868	359
707	869	358
708	870	357
709	871	356
710	873	354
711	873	353
712	874	352
713	875	350
714	876	349
715	876	347
716	877	346
717	878	344
718	878	343
719	881	342
720	882	341
721	883	340
722	884	338
723	885	337
724	886	336
725	888	335
726	889	334
727	890	332
728	891	331
729	892	329
730	892	328
731	893	327
732	894	325
733	895	324
734	896	323
735	897	321
736	898	320
737	899	319
738	900	318
739	901	316
740	902	315
741	903	314
742	905	313
743	906	311
744	907	310
745	908	309
746	909	308
747	910	306
748	911	305
749	912	304
750	913	303
751	914	301
752	916	300
753	916	299
754	917	297
755	918	296
756	919	295
757	920	293
758	922	292
759	924	291
760	924	290
761	926	289
762	928	288
763	929	287
764	931	286
765	933	285
766	935	284
767	937	283
768	938	281
769	939	280
770	940	279
771	941	278
772	944	277
773	945	275
774	945	274
775	948	273
776	949	272
777	951	271
778	952	270
779	953	268
780	954	267
781	955	266
782	956	265
783	957	263
784	958	262
785	959	261
786	960	260
787	961	258
788	962	257
789	963	256
790	964	254
791	965	253
792	966	252
793	967	251
794	968	249
795	969	248
796	969	247
797	970	245
798	972	244
799	973	243
800	973	241
801	974	240
802	975	239
803	976	238
804	977	236
805	978	235
806	979	234
807	981	233
808	983	232
809	984	230
810	985	229
811	986	228
812	987	227
813	988	225
814	989	224
815	991	223
816	992	222
817	993	220
818	994	219
819	996	218
820	997	217
821	998	216
822	999	215
823	1001	213
824	1002	212
825	1002	211
826	1003	209
827	1004	208
828	1004	207
829	1006	206
830	1006	204
831	1008	203
832	1010	202
833	1011	201
834	1012	200
835	1013	198
836	1015	197
837	1015	196
838	1016	195
839	1017	193
840	1018	192
841	1019	191
842	1020	190
843	1021	188
844	1022	187
845	1023	186
846	1024	184
847	1025	183
848	1028	183
849	1029	181
850	1030	180
851	1032	179
852	1033	178
853	1035	177
854	1036	175
855	1038	174
856	1039	173
857	1040	172
858	1041	170
859	1042	169
860	1043	168
861	1043	167
862	1044	165
863	1045	164
864	1047	163
865	1048	162
866	1049	161
867	1051	159
868	1052	158
869	1053	157
870	1054	156
871	1055	154
872	1057	153
873	1057	152
874	1058	151
875	1061	150
876	1061	148
877	1062	147
878	1063	146
879	1065	145
880	1066	144
881	1067	142
882	1068	141
883	1069	140
884	1070	139
885	1072	137
886	1073	136
887	1074	135
888	1075	134
889	1076	132
890	1077	131
891	1079	130
892	1081	129
893	1082	128
894	1083	127
895	1084	125
896	1084	124
897	1086	123
898	1087	122
899	1088	120
900	1089	119
901	1091	118
902	1092	117
903	1093	116
904	1093	114
905	1094	113
906	1095	112
907	1096	111
908	1097	109
909	1098	108
910	1100	107
911	1101	106
912	1102	105
913	1103	103
914	1104	102
915	1105	101
916	1107	100
917	1108	99
918	1111	97
919	1112	96
920	1113	95
921	1113	94
922	1115	93
923	1116	91
924	1117	90
925	1118	89
926	1119	88
927	1120	86
928	1121	85
929	1122	84
930	1122	83
931	1123	82
932	1124	80
933	1126	79
934	1127	78
935	1128	77
936	1129	75
937	1130	74
938	1131	73
939	1132	72
940	1133	71
941	1134	69
942	1135	68
943	1136	67
944	1137	66
945	1138	64
946	1139	63
947	1140	62
948	1141	61
949	1142	60
950	1142	58
951	1144	57
952	1146	56
953	1146	55
954	1149	54
955	1152	53
956	1153	51
957	1154	50
958	1155	49
959	1156	48
960	1157	46
961	1158	45
962	1159	44
963	1159	43
964	1160	42
965	1161	40
966	1162	39
967	1162	38
968	1163	37
969	1164	36
970	1165	34
971	1166	33
972	1167	32
973	1168	31
974	1169	29
975	1169	28
976	1170	27
977	1171	26
978	1172	25
979	1173	23
980	1174	22
981	1174	21
982	1175	20
983	1176	19
984	1177	17
985	1177	16
986	1178	15
987	1178	14
988	1179	13
989	1180	11
990	1181	10
991	1182	9
992	1182	8
993	1183	7
994	1183	5
995	1184	4
996	1185	3
997	1185	2
998	1186	1
999	1187	0
